GeoName,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Larimer, CO",    Manufacturing,1655628,1622321,1664557,1814123,1828144,1945339,1967360,2158207,2350247
"Larimer, CO",      Durable goods manufacturing,1202497,1154079,1227757,1362278,1317201,1358995,1377305,1530405,1654339
"Larimer, CO",      Nondurable goods manufacturing,452263,469567,436801,451980,509884,583186,587082,626217,692993
"Larimer, CO",    Wholesale trade,461816,475942,502775,548061,594235,662602,680146,756886,758692
"Larimer, CO",    Retail trade,905063,897525,918366,943569,989014,1041547,1092105,1141438,1182231
"Larimer, CO",    Transportation and warehousing,152415,163187,189451,204703,219393,232896,258254,263317,275186
"Larimer, CO",    Information,397244,402873,390665,415512,444911,463995,503400,574644,604038
"Larimer, CO","    Finance, insurance, real estate, rental, and leasing",2529784,2623698,2659546,2600679,2629613,2749332,2865308,2893403,2986775
"Larimer, CO",      Finance and insurance,366051,409226,435327,439430,447481,452366,468901,409847,407750
"Larimer, CO",      Real estate and rental and leasing,2162373,2214139,2224219,2161029,2181737,2297818,2397561,2493235,2591773
"Larimer, CO",    Professional and business services,1634415,1651759,1675749,1748185,1868690,1914759,1980668,2134588,2169222
"Larimer, CO","      Professional, scientific, and technical services",1128106,1143778,1123249,1155912,1244817,1279262,1372033,1431675,1450939
"Larimer, CO",      Management of companies and enterprises,64060,63518,97866,118515,162192,174766,152367,212698,203966
"Larimer, CO",      Administrative and support and waste management and remediation services,442237,444456,454634,473778,462884,462547,458425,494324,516743
"Larimer, CO","    Educational services, health care, and social assistance",1198860,1264518,1333858,999130,1025605,1066663,1109380,1157016,1218462
"Larimer, CO",      Educational services,77628,83129,84728,81815,82438,87010,96416,98569,109587
"Larimer, CO",      Health care and social assistance,1121226,1181412,1249130,917115,943013,979426,1012345,1057953,1107830
"Larimer, CO","    Arts, entertainment, recreation, accommodation, and food services",544289,571367,587499,630212,669526,705469,696526,717197,755860
"Larimer, CO","      Arts, entertainment, and recreation",95667,97651,91577,113612,124746,127940,135694,133728,140223
"Larimer, CO",      Accommodation and food services,448554,473667,495922,516711,544969,577648,561244,583629,615766
"Larimer, CO",    Other services (except government and government enterprises),342805,345616,349664,353722,369745,384575,395284,402940,425333
"Larimer, CO",Government and government enterprises,1945869,1922347,1935149,2290424,2326392,2417308,2495191,2589183,2647843
"Larimer, CO",Natural resources and mining,121776,114335,110820,136981,187274,193519,189779,200431,342400
"Larimer, CO",Trade,1366912,1373459,1421141,1491688,1583382,1704297,1772411,1898853,1940983
"Larimer, CO",Transportation and utilities,316882,341646,350457,367412,374260,364936,415432,414980,413356
"Larimer, CO",Manufacturing and information,2052888,2025327,2055223,2229637,2272969,2409436,2469549,2730483,2952925
"Larimer, CO",Private goods-producing industries 2/,2355083,2310118,2400981,2682715,2822911,3016010,3131136,3365230,3663332
"Larimer, CO",Private services-providing industries 3/,8331018,8575296,8768579,8607122,8964387,9352064,9733764,10171494,10492841
"Las Animas, CO",All industry total,804924,723885,684577,683882,731042,718839,736109,723964,711460
"Las Animas, CO",  Private industries,699674,630793,597021,598758,647434,635218,654517,646333,633197
"Las Animas, CO","    Agriculture, forestry, fishing and hunting",2397,1778,1552,6706,28682,3112,32131,8435,8290
"Las Animas, CO","    Mining, quarrying, and oil and gas extraction",355152,289170,260307,262672,300250,301008,270883,252919,206037
"Las Animas, CO",    Utilities,1723,1655,1765,1675,1682,1424,1786,4851,5023
"Las Animas, CO",    Construction,17937,18338,17134,17642,15307,16449,12451,10982,14777
"Las Animas, CO",    Manufacturing,11976,9810,7219,6692,6389,5483,6891,7239,8350
"Las Animas, CO",      Durable goods manufacturing,9245,6849,5270,5163,4993,3663,4041,3996,4052
"Las Animas, CO",      Nondurable goods manufacturing,2671,2967,1949,1527,1395,1816,2858,3254,4302
"Las Animas, CO",    Wholesale trade,10775,10967,11720,12765,14518,13837,15030,16094,16221
"Las Animas, CO",    Retail trade,33429,32117,31391,31207,30729,31863,33945,37317,40664
"Las Animas, CO",    Transportation and warehousing,27334,25861,27374,28767,22802,20256,17371,16747,16503
"Las Animas, CO",    Information,6257,5310,4210,4100,3589,10795,13926,17837,14862
"Las Animas, CO","    Finance, insurance, real estate, rental, and leasing",140417,142643,139145,131985,127733,129672,134477,137683,143693
"Las Animas, CO",      Finance and insurance,14943,17644,16357,15516,14434,13269,13053,10182,10789
"Las Animas, CO",      Real estate and rental and leasing,125399,125016,122788,116469,113336,116574,121696,128387,133788
"Las Animas, CO",    Professional and business services,25881,26791,28251,27540,27720,26604,22673,24780,24521
"Las Animas, CO","    Educational services, health care, and social assistance",30980,35845,37819,37725,40177,43312,45107,48063,49088
"Las Animas, CO","    Arts, entertainment, recreation, accommodation, and food services",16853,17322,17532,17306,16346,17139,18260,19589,20778
"Las Animas, CO","      Arts, entertainment, and recreation",1720,1503,1153,1510,1651,1672,1664,1579,1639
"Las Animas, CO",      Accommodation and food services,15130,15817,16380,15798,14701,15472,16599,18004,19130
"Las Animas, CO",    Other services (except government and government enterprises),12561,11785,11603,11853,12009,11809,11658,11609,11790
"Las Animas, CO",Government and government enterprises,105339,93099,87555,85121,83699,83383,82588,79404,79494
"Las Animas, CO",Natural resources and mining,357520,290945,261859,269330,328011,296951,319602,262670,215874
"Las Animas, CO",Trade,44205,43083,43111,43975,45257,45710,48986,53419,56864
"Las Animas, CO",Transportation and utilities,29054,27515,29139,30443,24489,21682,19159,21553,21479
"Las Animas, CO",Manufacturing and information,18221,15116,11429,10791,9983,15861,20265,24187,22815
"Las Animas, CO",Private goods-producing industries 2/,387836,319012,286212,293678,349642,320727,334882,280519,246411
"Las Animas, CO",Private services-providing industries 3/,306146,310318,310810,304942,297096,305847,313074,332433,341720
"Lincoln, CO",All industry total,203937,246646,291455,324359,352881,363542,374098,396871,391910
"Lincoln, CO",  Private industries,142184,186985,232459,266396,295630,303412,314999,334871,329816
"Lincoln, CO","    Mining, quarrying, and oil and gas extraction",10834,16587,21481,32319,46639,40057,35280,34336,30571
"Lincoln, CO",    Utilities,5147,22007,65654,106633,117994,128725,137132,138344,132949
"Lincoln, CO",    Construction,5046,7986,4761,5509,8467,4949,3869,3461,4531
"Lincoln, CO",    Retail trade,21782,22986,23314,23160,22927,22966,24203,25173,26038
"Lincoln, CO",    Transportation and warehousing,1753,1828,2978,1285,2619,3323,1098,3727,4121
"Lincoln, CO","    Finance, insurance, real estate, rental, and leasing",46278,48282,46831,44788,44212,44450,45979,48853,52460
"Lincoln, CO",      Finance and insurance,5778,7525,7438,7259,7072,6951,6740,4929,4843
"Lincoln, CO",      Real estate and rental and leasing,40453,40755,39393,37527,37143,37514,39303,44328,48142
"Lincoln, CO",    Professional and business services,13591,14628,16570,15479,16148,16154,15042,17870,17942
"Lincoln, CO","      Professional, scientific, and technical services",1459,1450,1312,1400,1269,1503,1482,1728,1794
"Lincoln, CO","    Educational services, health care, and social assistance",7150,7466,7329,7334,7351,7519,8207,8453,8352
"Lincoln, CO",      Educational services,50,35,36,31,38,42,47,45,46
"Lincoln, CO",      Health care and social assistance,7100,7431,7293,7303,7313,7476,8160,8408,8306
"Lincoln, CO","    Arts, entertainment, recreation, accommodation, and food services",9445,9580,10228,10749,10384,11359,10726,11053,11525
"Lincoln, CO",Government and government enterprises,62097,59847,58996,58002,57330,60163,59455,62464,62453
"Lincoln, CO",Transportation and utilities,6773,23806,68632,107907,120582,131996,138159,142067,137079
"Lincoln, CO",Private goods-producing industries 2/,25401,48413,47368,45003,61088,51359,56521,69236,60516
"Lincoln, CO",Private services-providing industries 3/,116414,138196,185092,221519,234678,249259,257120,268521,268915
"Logan, CO",All industry total,1072653,1062647,1080428,1095653,1137663,1217271,1235667,1090097,1061679
"Logan, CO",  Private industries,927030,920562,942698,959765,1003118,1077056,1097299,947787,917954
"Logan, CO","    Agriculture, forestry, fishing and hunting",206734,134571,173874,181276,204058,254570,267405,171367,115419
"Logan, CO","    Mining, quarrying, and oil and gas extraction",27627,31262,34604,34582,36050,39126,24305,29986,34111
"Logan, CO",    Utilities,108178,122889,115950,129723,122990,123632,137111,127663,115821
"Logan, CO",    Construction,28581,30419,33418,32501,35422,28638,28638,27318,25551
"Logan, CO",    Manufacturing,45753,91412,72494,81929,100093,126250,117165,51191,55978
"Logan, CO",      Durable goods manufacturing,19084,33108,36373,42194,36634,41983,32731,18761,20937
"Logan, CO",      Nondurable goods manufacturing,26533,58513,36122,39714,64095,85315,86335,32642,35225
"Logan, CO",    Wholesale trade,40203,43451,45305,46498,47562,47611,42614,41350,41292
"Logan, CO",    Retail trade,106556,82680,81663,73317,72205,79383,84418,80300,81929
"Logan, CO",    Transportation and warehousing,45784,50663,58137,55108,57082,63561,72475,69503,74620
"Logan, CO",    Information,10950,11005,10769,12594,13897,3394,2234,1825,1852
"Logan, CO","    Finance, insurance, real estate, rental, and leasing",159547,167447,163443,158568,155916,160648,171340,174735,180829
"Logan, CO",      Finance and insurance,24180,32302,30628,31644,27473,25496,29554,25181,25144
"Logan, CO",      Real estate and rental and leasing,135093,135154,132815,126896,128576,135469,141892,150324,156630
"Logan, CO",    Professional and business services,38047,39356,41422,45667,46484,42716,41008,44489,42507
"Logan, CO","      Professional, scientific, and technical services",17655,15896,15527,9837,9528,9089,9804,10115,10378
"Logan, CO","    Educational services, health care, and social assistance",71969,69557,65142,59829,61243,63619,65412,65926,67281
"Logan, CO","    Arts, entertainment, recreation, accommodation, and food services",21215,21591,23089,24416,25859,25945,23738,23621,24052
"Logan, CO",    Other services (except government and government enterprises),24106,24101,23388,23727,25462,25624,24013,22536,23036
"Logan, CO",Government and government enterprises,145574,142099,137729,135917,134739,140636,139230,140759,141637
"Logan, CO",Natural resources and mining,231351,165995,208478,215848,239947,293273,291092,201992,152106
"Logan, CO",Trade,146794,126130,126967,119826,119784,127012,127053,121677,123229
"Logan, CO",Transportation and utilities,154131,173843,174087,184815,180001,186965,209332,196960,190403
"Logan, CO",Manufacturing and information,57096,102360,83263,94520,114030,130849,120594,53450,58322
"Logan, CO",Private goods-producing industries 2/,301858,287419,314390,330229,375577,446003,432793,271437,234245
"Logan, CO",Private services-providing industries 3/,625624,633022,628308,629518,628482,636839,665800,653637,655305
"Mesa, CO",All industry total,5651982,5683788,5646768,5560834,5723592,5757436,5695220,5970021,6253144
"Mesa, CO",  Private industries,4916067,4976380,4948777,4876660,5022616,5054402,4977828,5250828,5520541
"Mesa, CO","    Mining, quarrying, and oil and gas extraction",557117,653683,613499,474777,574310,390729,256812,390238,430137
"Mesa, CO",    Construction,316203,283774,250978,278264,298619,337266,342063,364222,386319
"Mesa, CO",    Manufacturing,271559,263308,265415,297654,317648,326835,294657,317138,340599
"Mesa, CO",    Wholesale trade,272432,276799,296314,310622,341181,343775,327501,337675,340853
"Mesa, CO",    Retail trade,449772,435528,432991,438569,440194,450484,470553,491287,514602
"Mesa, CO",    Transportation and warehousing,236229,248382,255125,240519,196065,195249,202153,225165,229178
"Mesa, CO",    Information,145687,140202,136908,150242,153165,159676,169753,186155,182933
"Mesa, CO","    Finance, insurance, real estate, rental, and leasing",1190843,1226329,1243081,1217305,1239369,1322366,1373331,1380767,1462057
"Mesa, CO",      Finance and insurance,213018,247629,283064,278054,316824,363735,375925,360052,405469
"Mesa, CO",      Real estate and rental and leasing,976710,978342,960017,939244,921374,956218,994994,1019229,1053237
"Mesa, CO",    Professional and business services,436649,433289,442977,429979,433126,423363,401084,416401,435081
"Mesa, CO","      Professional, scientific, and technical services",221771,219518,219186,217098,223119,218245,206276,209543,223226
"Mesa, CO",      Management of companies and enterprises,27598,25609,30249,29355,27773,32112,29081,33084,34768
"Mesa, CO",      Administrative and support and waste management and remediation services,187294,188177,193542,183528,182219,173286,165868,174009,177575
"Mesa, CO",      Health care and social assistance,579787,585345,583539,605787,580448,639016,664746,670930,715506
"Mesa, CO","    Arts, entertainment, recreation, accommodation, and food services",220199,221562,224635,234196,238109,241946,240806,248123,258608
"Mesa, CO","      Arts, entertainment, and recreation",30658,30302,29497,36299,39966,41269,40071,39994,42046
"Mesa, CO",      Accommodation and food services,189535,191256,195138,197938,198239,200791,200815,208150,216606
"Mesa, CO",    Other services (except government and government enterprises),169887,162899,160184,154401,153761,150430,145479,145739,152694
"Mesa, CO",Government and government enterprises,735584,707390,697991,684191,701043,703157,716729,719564,733680
"Mesa, CO",Trade,722222,712316,729305,749208,781491,794376,798184,829065,855320
"Mesa, CO",Manufacturing and information,417359,403575,402323,447902,470885,486523,462784,501263,523208
"Mineral, CO",All industry total,52592,58403,62167,66639,66123,70751,68993,73103,77089
"Mineral, CO",  Private industries,48126,54281,58197,62412,62025,66450,64716,68583,72328
"Mineral, CO","    Mining, quarrying, and oil and gas extraction",0,513,1605,5290,2207,2146,866,0,0
"Mineral, CO",    Utilities,30,8,0,0,43,55,4,17,19
"Mineral, CO",    Construction,1478,2057,1987,1899,2720,3626,2096,2260,2432
"Mineral, CO",    Transportation and warehousing,157,160,304,407,203,1119,770,607,721
"Mineral, CO","    Finance, insurance, real estate, rental, and leasing",16288,16401,16106,15458,15111,15859,16546,17420,18063
"Mineral, CO",    Professional and business services,11941,13078,16008,13725,14397,14619,13753,16262,17028
"Mineral, CO",      Educational services,61,12,7,3,3,23,31,39,39
"Mineral, CO","    Arts, entertainment, recreation, accommodation, and food services",14094,17066,18414,20828,21813,23569,24424,25040,26017
"Mineral, CO",    Other services (except government and government enterprises),701,557,543,539,492,610,643,690,717
"Mineral, CO",Government and government enterprises,4461,4121,3969,4227,4101,4309,4281,4525,4766
"Mineral, CO",Trade,2200,2110,2225,2177,2407,2694,2982,3246,3563
"Mineral, CO",Transportation and utilities,188,168,304,407,246,1172,772,623,738
"Mineral, CO",Manufacturing and information,396,402,423,444,616,858,725,659,713
"Moffat, CO",All industry total,1227566,1194784,1118184,1071305,1100100,1042946,1045120,1026134,987890
"Moffat, CO",  Private industries,1141929,1110962,1035019,994996,1034865,968201,973466,953663,916284
"Moffat, CO","    Agriculture, forestry, fishing and hunting",11366,21943,1723,4698,15284,22160,14985,4518,18058
"Moffat, CO","    Mining, quarrying, and oil and gas extraction",266151,255234,204519,208248,208550,195088,201338,212359,182589
"Moffat, CO",    Utilities,544416,518867,500442,441111,472721,419172,433952,405215,363972
"Moffat, CO",    Construction,24670,20803,19531,22735,21117,20721,15746,17656,18465
"Moffat, CO",    Manufacturing,9617,9169,9453,10073,11712,11626,10144,9719,10128
"Moffat, CO",    Wholesale trade,26955,26326,26333,24762,24021,24369,23461,24342,24698
"Moffat, CO",    Retail trade,43124,41826,40167,42237,40426,41760,43054,43656,44027
"Moffat, CO",    Information,8574,8852,8811,10433,8935,6851,5839,6215,6135
"Moffat, CO","    Finance, insurance, real estate, rental, and leasing",96232,99616,98992,92576,91986,92284,96349,98179,103584
"Moffat, CO",      Finance and insurance,10849,13057,14423,12602,13722,11661,12658,11316,12661
"Moffat, CO",      Real estate and rental and leasing,85324,86545,84569,79981,78228,80683,83731,86989,91009
"Moffat, CO",      Administrative and support and waste management and remediation services,6683,7389,8975,9401,8542,6463,5768,5576,5752
"Moffat, CO","    Arts, entertainment, recreation, accommodation, and food services",17972,17449,17905,18397,17676,17795,17390,18308,18401
"Moffat, CO","      Arts, entertainment, and recreation",2111,2084,2031,2407,2686,2589,2637,3155,3387
"Moffat, CO",      Accommodation and food services,15860,15365,15875,15993,14999,15212,14762,15179,15051
"Moffat, CO",    Other services (except government and government enterprises),14223,13344,13193,13452,13392,12551,11470,11166,11469
"Moffat, CO",Government and government enterprises,85516,83720,83164,76337,65434,74397,71584,72212,71216
"Moffat, CO",Natural resources and mining,278441,276558,206243,213090,224786,218837,217394,218128,200495
"Moffat, CO",Trade,70079,68152,66501,66994,64444,66126,66513,67999,68730
"Moffat, CO",Manufacturing and information,18168,18026,18263,20508,20653,18521,16024,15952,16315
"Moffat, CO",Private goods-producing industries 2/,312987,306884,235226,245999,257424,251113,239913,243066,228283
"Moffat, CO",Private services-providing industries 3/,828088,803303,799793,749678,778285,720174,732584,712061,688079
"Montezuma, CO",All industry total,1291287,1683342,1534375,1275323,1600478,1808550,1888742,2024058,1799102
"Montezuma, CO",  Private industries,1124436,1517206,1373289,1119566,1447650,1662306,1744263,1887412,1655148
"Montezuma, CO","    Agriculture, forestry, fishing and hunting",4961,3610,3316,4211,3789,11682,8379,18093,19940
"Montezuma, CO","    Mining, quarrying, and oil and gas extraction",597867,956640,795561,531853,843731,1094417,1259167,1455320,1073421
"Montezuma, CO",    Utilities,9113,9820,8739,8019,8106,7872,8479,8434,7888
"Montezuma, CO",    Construction,40915,47223,54994,68280,73274,63729,43783,39518,40512
"Montezuma, CO",    Manufacturing,24835,23908,24880,24773,22621,23741,24216,26439,25816
"Montezuma, CO",      Durable goods manufacturing,16599,15436,17824,18500,16680,16867,16753,18390,17495
"Montezuma, CO",      Nondurable goods manufacturing,8245,8514,7056,6260,5938,6889,7471,8059,8353
"Montezuma, CO",    Wholesale trade,19555,20933,23106,25323,26941,28277,27261,27180,27309
"Montezuma, CO",    Retail trade,70954,73487,74869,77611,78700,81642,85703,87358,90066
"Montezuma, CO",    Transportation and warehousing,11270,10046,12107,9329,15671,18027,21558,19566,28998
"Montezuma, CO",    Information,11498,10515,10517,11766,13788,11639,11114,12094,13914
"Montezuma, CO","    Finance, insurance, real estate, rental, and leasing",179719,184751,188215,179871,175597,181095,186525,186983,191944
"Montezuma, CO",      Finance and insurance,17758,21827,21146,21073,19900,19213,19376,13819,13439
"Montezuma, CO",      Real estate and rental and leasing,161846,162944,167069,158782,155725,162039,167370,174494,180066
"Montezuma, CO",    Professional and business services,43644,41132,44632,46033,50474,46491,42191,42728,43465
"Montezuma, CO","      Professional, scientific, and technical services",22839,17297,16025,16905,20048,18282,17507,16614,17020
"Montezuma, CO",      Management of companies and enterprises,12147,14558,19256,19115,19906,18603,16305,20061,20381
"Montezuma, CO",      Administrative and support and waste management and remediation services,8713,9286,9352,10010,10498,9596,8357,6361,6381
"Montezuma, CO","    Educational services, health care, and social assistance",65596,72185,77993,79095,79283,82477,87291,91390,93054
"Montezuma, CO","    Arts, entertainment, recreation, accommodation, and food services",31590,32328,32123,34846,35186,36131,36482,39126,40534
"Montezuma, CO","      Arts, entertainment, and recreation",2112,2267,2373,3721,3817,3950,4841,7103,8291
"Montezuma, CO",      Accommodation and food services,29479,30061,29750,31133,31378,32191,31676,32135,32406
"Montezuma, CO",    Other services (except government and government enterprises),22980,22477,22237,21581,21312,21202,20688,20805,20955
"Montezuma, CO",Government and government enterprises,169655,165468,161085,155986,153098,151386,153082,152762,151503
"Montezuma, CO",Natural resources and mining,602546,960282,798877,536036,847513,1109949,1266018,1480284,1102459
"Montezuma, CO",Trade,90509,94419,97976,102937,105649,109928,112974,114542,117362
"Montezuma, CO",Transportation and utilities,20352,19918,20846,17352,23662,25721,29828,27793,36687
"Montezuma, CO",Manufacturing and information,36351,34428,35397,36522,36261,35429,35454,38674,39541
"Montezuma, CO",Private goods-producing industries 2/,667158,1033550,878751,628427,941841,1171358,1257534,1437410,1104259
"Montezuma, CO",Private services-providing industries 3/,465970,477698,494538,493436,504878,514901,527580,535794,558387
"Montrose, CO",All industry total,1300252,1285643,1275629,1236207,1253955,1301522,1314618,1359203,1413627
"Montrose, CO",  Private industries,1080459,1073721,1071570,1036868,1051979,1091736,1098261,1137928,1193766
"Montrose, CO","    Agriculture, forestry, fishing and hunting",8219,8663,15309,12256,37452,53798,18029,20906,29097
"Montrose, CO","    Mining, quarrying, and oil and gas extraction",33072,35598,37955,18061,17045,13556,10007,7620,5668
"Montrose, CO",    Construction,85604,72977,72997,63648,64040,65810,76028,90532,101581
"Montrose, CO",    Manufacturing,101911,94338,98829,108080,98738,103763,100508,106806,112981
"Montrose, CO",      Durable goods manufacturing,39351,41662,40787,45678,42807,42573,45743,50751,51991
"Montrose, CO",      Nondurable goods manufacturing,62739,52645,58042,62386,55881,61190,54747,56020,61021
"Montrose, CO",    Wholesale trade,43640,42134,44734,47591,50528,55177,62256,63266,63290
"Montrose, CO",    Retail trade,119649,112921,112211,112588,113583,117942,121497,125669,130415
"Montrose, CO",    Transportation and warehousing,29820,30719,33106,34638,25170,22101,27900,30288,33638
"Montrose, CO",    Information,25866,26038,27183,32455,34163,36796,38394,38542,39610
"Montrose, CO","    Finance, insurance, real estate, rental, and leasing",286449,288960,283992,269054,265642,274226,283453,283693,297778
"Montrose, CO",      Finance and insurance,40199,43804,40000,36851,36762,35301,36569,27996,29095
"Montrose, CO",      Real estate and rental and leasing,246195,245204,243992,232218,228875,239140,247099,257214,270335
"Montrose, CO",    Professional and business services,92404,92030,96406,97047,96463,93039,95925,101206,106332
"Montrose, CO","      Professional, scientific, and technical services",48525,47903,48338,46895,47936,43127,42660,43602,43783
"Montrose, CO",      Management of companies and enterprises,17603,18700,22140,22612,21661,23662,25101,25988,28909
"Montrose, CO",      Administrative and support and waste management and remediation services,26285,25431,25928,27539,26854,26327,28229,31558,33685
"Montrose, CO","    Arts, entertainment, recreation, accommodation, and food services",43129,41455,41489,44194,42517,44069,44766,48127,49462
"Montrose, CO","      Arts, entertainment, and recreation",8464,8017,7554,9137,8196,8196,7674,8647,8834
"Montrose, CO",      Accommodation and food services,34665,33438,33934,35065,34318,35863,37059,39465,40609
"Montrose, CO",    Other services (except government and government enterprises),43456,40542,39506,39608,41816,43232,42911,44047,44875
"Montrose, CO",Government and government enterprises,219788,211914,204059,199328,201967,209771,216187,221179,220163
"Montrose, CO",Natural resources and mining,41268,44234,53264,30419,55756,68767,29269,29288,34911
"Montrose, CO",Trade,163290,155054,156944,160185,164127,173136,183768,188941,193662
"Montrose, CO",Manufacturing and information,127691,120377,126013,140511,132725,140304,138305,145057,152476
"Montrose, CO",Private goods-producing industries 2/,228881,211536,225091,202383,217557,235885,213708,236756,260109
"Montrose, CO",Private services-providing industries 3/,851743,862054,846480,834511,834311,855675,884028,900802,933408
"Morgan, CO",All industry total,1359513,1334732,1377968,1379677,1449472,1527903,1494827,1559780,1592344
"Morgan, CO",  Private industries,1231422,1211126,1258064,1265323,1337930,1414678,1380695,1442381,1474525
"Morgan, CO","    Agriculture, forestry, fishing and hunting",134970,117286,146859,151079,211482,253632,261991,236467,137352
"Morgan, CO","    Mining, quarrying, and oil and gas extraction",38639,50121,38792,33147,81858,61603,35464,55723,69960
"Morgan, CO",    Utilities,211130,193277,198322,199721,164375,193348,155347,189992,187005
"Morgan, CO",    Construction,53881,84228,62109,46894,48626,47498,42216,42446,53367
"Morgan, CO",    Manufacturing,299170,249673,272109,295480,274929,273631,286838,297775,323085
"Morgan, CO",      Durable goods manufacturing,8656,14125,15142,17300,17483,16931,14168,14263,16079
"Morgan, CO",      Nondurable goods manufacturing,290723,235543,256968,278173,257437,256685,272589,283417,306898
"Morgan, CO",    Wholesale trade,32714,35747,39805,45053,51247,52855,51262,50268,51353
"Morgan, CO",    Retail trade,50246,51214,53432,54557,56835,59677,59712,63040,68067
"Morgan, CO",    Transportation and warehousing,35075,37280,52342,47798,54574,77955,86697,86926,94902
"Morgan, CO",    Information,44003,47195,50203,52722,54377,60910,65346,68513,69716
"Morgan, CO","    Finance, insurance, real estate, rental, and leasing",187973,195461,190025,182716,181820,185407,189838,189677,197695
"Morgan, CO",      Finance and insurance,27168,31385,31774,31249,32081,30688,30925,25059,26280
"Morgan, CO",      Real estate and rental and leasing,160690,164055,158251,151457,149687,154795,159033,165412,172218
"Morgan, CO",    Professional and business services,37659,37299,40070,41573,49522,43253,42810,46711,67452
"Morgan, CO",      Administrative and support and waste management and remediation services,15608,14154,15352,17875,24066,17680,17019,17573,21432
"Morgan, CO","    Educational services, health care, and social assistance",64676,68333,69361,69800,68007,68365,68153,68585,69736
"Morgan, CO","    Arts, entertainment, recreation, accommodation, and food services",21032,21526,22303,23541,23923,24586,25010,26261,26771
"Morgan, CO","      Arts, entertainment, and recreation",774,809,838,983,1213,1219,1358,1332,1466
"Morgan, CO",      Accommodation and food services,20258,20717,21465,22558,22715,23372,23660,24933,25315
"Morgan, CO",    Other services (except government and government enterprises),21624,21735,22332,21485,21405,21249,21461,21251,21717
"Morgan, CO",Government and government enterprises,128059,123591,119904,114389,111715,113584,114250,117655,118267
"Morgan, CO",Natural resources and mining,171872,167703,185652,184218,294768,311926,287084,289528,216360
"Morgan, CO",Trade,82963,86960,93237,99618,108103,112554,110997,113304,119365
"Morgan, CO",Transportation and utilities,247125,230973,250663,247515,218685,270546,241278,275786,280877
"Morgan, CO",Manufacturing and information,342464,296907,322312,348213,329125,333706,351065,364996,392272
"Morgan, CO",Private goods-producing industries 2/,524674,501925,519870,526428,614277,627012,616633,631837,617464
"Morgan, CO",Private services-providing industries 3/,707712,709251,738194,738895,724497,787266,764120,809201,851791
"Otero, CO",All industry total,570262,586274,578519,596313,570149,597938,580665,579125,594219
"Otero, CO",  Private industries,472571,492950,485985,505687,478848,506040,489281,488802,504150
"Otero, CO","    Agriculture, forestry, fishing and hunting",42479,48906,41344,51076,48170,77751,54016,35410,30313
"Otero, CO","    Mining, quarrying, and oil and gas extraction",185,223,163,0,0,42,1643,165,0
"Otero, CO",    Utilities,6594,6457,7061,7166,7026,4949,6218,6383,6375
"Otero, CO",    Construction,10356,12157,12041,30985,18419,13488,12951,11448,12486
"Otero, CO",    Manufacturing,28933,33008,34659,39202,39244,39425,35974,39143,43345
"Otero, CO",      Durable goods manufacturing,23339,26237,26942,30613,31778,32990,30077,32769,36179
"Otero, CO",      Nondurable goods manufacturing,5580,6762,7717,8587,7460,6440,5900,6379,7172
"Otero, CO",    Wholesale trade,24343,23167,21859,19649,19419,19318,18525,18402,18579
"Otero, CO",    Retail trade,39168,38987,39001,39360,37798,38091,38684,40445,42028
"Otero, CO",    Transportation and warehousing,36802,37425,40042,38928,39901,41426,39013,37914,39574
"Otero, CO",    Information,10917,11541,11531,11164,9391,11589,12295,13511,13979
"Otero, CO","    Finance, insurance, real estate, rental, and leasing",157025,164389,161386,154517,147884,150642,155911,159005,165128
"Otero, CO",      Finance and insurance,18908,22357,20935,20085,18640,17415,16821,14062,13977
"Otero, CO",      Real estate and rental and leasing,138031,142050,140452,134432,129282,133417,139447,145890,152295
"Otero, CO",    Professional and business services,22780,24568,26109,25231,26761,26401,24931,28686,28976
"Otero, CO","      Professional, scientific, and technical services",6695,7602,7216,7448,10407,10352,9810,10808,10986
"Otero, CO","    Educational services, health care, and social assistance",64491,64714,63221,58497,58216,62378,62750,63965,65737
"Otero, CO","    Arts, entertainment, recreation, accommodation, and food services",14186,13879,13799,14704,13605,13651,13474,14072,14598
"Otero, CO","      Arts, entertainment, and recreation",1087,953,992,1431,860,808,896,951,991
"Otero, CO",      Accommodation and food services,13098,12926,12806,13276,12739,12837,12575,13117,13604
"Otero, CO",    Other services (except government and government enterprises),13821,13483,13769,15029,13201,12795,12374,12460,12480
"Otero, CO",Government and government enterprises,97575,93325,92534,90657,91232,91976,91332,90320,90231
"Otero, CO",Natural resources and mining,42678,49167,41507,51077,48171,77781,55154,35487,30254
"Otero, CO",Trade,63509,62155,60860,59005,57214,57407,57207,58837,60585
"Otero, CO",Transportation and utilities,43417,43876,47102,46092,46922,46292,45179,44247,45895
"Otero, CO",Manufacturing and information,39891,44560,46191,50384,48706,50930,47979,52321,57099
"Otero, CO",Private goods-producing industries 2/,82001,94373,88207,121315,105416,125671,103177,90195,92667
"Otero, CO",Private services-providing industries 3/,390033,398613,397778,384267,373229,380969,384046,394364,407043
"Ouray, CO",All industry total,155741,148083,159276,187002,197957,214088,193107,196871,200510
"Ouray, CO",  Private industries,133764,127855,139325,167433,178029,193313,171756,174864,178465
"Ouray, CO","    Mining, quarrying, and oil and gas extraction",2326,752,12419,39589,40531,51095,13632,11306,6845
