county,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
Conejos,1,2017,,294331,NL,,12017Conejos
Clear Creek,1,2017,52434,584198,,,12017Clear Creek
Cheyenne,1,2017,,,NL,NL,12017Cheyenne
Chaffee,1,2017,,316009,NR,,12017Chaffee
Broomfield,1,2017,,,NL,NL,12017Broomfield
Boulder,1,2017,1943678,5351831,,,12017Boulder
Bent,1,2017,,,NL,NL,12017Bent
Baca,1,2017,,,NL,NL,12017Baca
Archuleta,1,2017,,,NR,NR,12017Archuleta
Arapahoe,1,2017,1137598,8481055,,,12017Arapahoe
Alamosa,1,2017,,,NR,NL,12017Alamosa
Adams,1,2017,520138,4192709,,,12017Adams
Yuma,12,2016,,,NL,NL,122016Yuma
Weld,12,2016,309108,2486668,,,122016Weld
Washington,12,2016,,,NL,NL,122016Washington
Teller,12,2016,,,NR,NL,122016Teller
Summit,12,2016,163465,2203456,,,122016Summit
Sedgwick,12,2016,,,NR,NR,122016Sedgwick
San Miguel,12,2016,30626,316572,,,122016San Miguel
San Juan,12,2016,,,NL,NR,122016San Juan
Saguache,12,2016,,,NL,NR,122016Saguache
Routt,12,2016,188092,789398,,,122016Routt
Rio Grande,12,2016,,,NL,NL,122016Rio Grande
Rio Blanco,12,2016,,,NL,NL,122016Rio Blanco
Pueblo,12,2016,637069,2566125,,,122016Pueblo
Prowers,12,2016,,,NL,NL,122016Prowers
Pitkin,12,2016,70724,1065431,,,122016Pitkin
Phillips,12,2016,,,NL,NL,122016Phillips
Park,12,2016,,301869,NR,,122016Park
Ouray,12,2016,,334503,NR,,122016Ouray
Otero,12,2016,,,NR,NL,122016Otero
Morgan,12,2016,,579314,NR,,122016Morgan
Montrose,12,2016,,,NR,NL,122016Montrose
Montezuma,12,2016,,1211288,NR,,122016Montezuma
Moffat,12,2016,,,NR,NL,122016Moffat
Mineral,12,2016,,,NL,NL,122016Mineral
Mesa,12,2016,,,NR,NR,122016Mesa
Logan,12,2016,,,NL,NL,122016Logan
Lincoln,12,2016,,,NL,NL,122016Lincoln
Las Animas,12,2016,,2389493,NR,,122016Las Animas
Larimer,12,2016,1260854,4145435,,,122016Larimer
Lake,12,2016,,182830,NL,,122016Lake
La Plata,12,2016,334003,2011310,,,122016La Plata
Kit Carson,12,2016,,,NL,NL,122016Kit Carson
Kiowa,12,2016,,,NL,NL,122016Kiowa
Jefferson,12,2016,1545983,4354956,,,122016Jefferson
Jackson,12,2016,,,NL,NL,122016Jackson
Huerfano,12,2016,,,NL,NR,122016Huerfano
Hinsdale,12,2016,,,NL,NL,122016Hinsdale
Gunnison,12,2016,,530400,NR,,122016Gunnison
Grand,12,2016,,390044,NR,,122016Grand
Gilpin,12,2016,,204163,NR,,122016Gilpin
Garfield,12,2016,322592,1451481,,,122016Garfield
Fremont,12,2016,173405,,,NL,122016Fremont
Elbert,12,2016,,,NL,NL,122016Elbert
El Paso,12,2016,8417826,,,NR,122016El Paso
Eagle,12,2016,163815,1398924,,,122016Eagle
Douglas,12,2016,,,NL,NL,122016Douglas
Dolores,12,2016,,,NL,NL,122016Dolores
Denver,12,2016,16064917,27400081,,,122016Denver
Delta,12,2016,,,NL,NL,122016Delta
Custer,12,2016,,,NL,NL,122016Custer
Crowley,12,2016,,,NL,NL,122016Crowley
Costilla,12,2016,,223780,NR,,122016Costilla
Conejos,12,2016,,339375,NL,,122016Conejos
Clear Creek,12,2016,61999,526729,,,122016Clear Creek
Cheyenne,12,2016,,,NL,NL,122016Cheyenne
Chaffee,12,2016,,351614,NR,,122016Chaffee
Broomfield,12,2016,,,NL,NL,122016Broomfield
Boulder,12,2016,2510721,5821440,,,122016Boulder
