county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
Boulder,12,2016,51198,158528,,,,,122016Boulder
Chaffee,12,2016,,9011,,,,,122016Chaffee
Clear Creek,12,2016,1964,7916,,,,,122016Clear Creek
Conejos,12,2016,,9321,,,,,122016Conejos
Costilla,12,2016,,8088,,,,,122016Costilla
Denver,12,2016,463738,649705,,,,,122016Denver
Eagle,12,2016,3115,20409,,,,,122016Eagle
Garfield,12,2016,8986,38635,,,,,122016Garfield
Gilpin,12,2016,,5465,,,,,122016Gilpin
Grand,12,2016,,7132,,,,,122016Grand
Gunnison,12,2016,,5355,,,,,122016Gunnison
Jefferson,12,2016,44066,111901,,,,,122016Jefferson
La Plata,12,2016,8336,47240,,,,,122016La Plata
Larimer,12,2016,33072,116143,,,,,122016Larimer
Las Animas,12,2016,,69656,,,,,122016Las Animas
Montezuma,12,2016,1762,37649,,,,,122016Montezuma
Morgan,12,2016,,16096,,,,,122016Morgan
Ouray,12,2016,,7165,,,,,122016Ouray
Park,12,2016,,8250,,,,,122016Park
Pitkin,12,2016,2831,12437,,,,,122016Pitkin
Pueblo,12,2016,18775,63904,,,,,122016Pueblo
Routt,12,2016,4862,17389,,,,,122016Routt
San Miguel,12,2016,815,4306,,,,,122016San Miguel
Summit,12,2016,,31614,,,,,122016Summit
Weld,12,2016,,68979,,,,,122016Weld
Remainder of State,12,2016,26739,109436,"Alamosa, Archuleta, Chaffee, Costilla, Fremont, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Sedgwick, Summit, Teller and Weld","Archuletta, El Paso, Huerfano, Lake, Mesa, Saguache and Sedgwick.",,,122016Remainder of State
El Paso,12,2016,214815,,,,,,122016El Paso
Adams,11,2016,11675,131759,,,,,112016Adams
Arapahoe,11,2016,27635,244765,,,,,112016Arapahoe
Archuletta,11,2016,,15865,,,,,112016Archuletta
Boulder,11,2016,61483,171652,,,,,112016Boulder
Chaffee,11,2016,,10286,,,,,112016Chaffee
Clear Creek,11,2016,1948,14014,,,,,112016Clear Creek
Conejos,11,2016,,10932,,,,,112016Conejos
Costilla,11,2016,,6213,,,,,112016Costilla
Denver,11,2016,464066,834362,,,,,112016Denver
Eagle,11,2016,4361,25591,,,,,112016Eagle
Garfield,11,2016,13996,48610,,,,,112016Garfield
Gilpin,11,2016,,6934,,,,,112016Gilpin
Grand,11,2016,,7333,,,,,112016Grand
Gunnison,11,2016,,16367,,,,,112016Gunnison
Jefferson,11,2016,47826,120253,,,,,112016Jefferson
Lake,11,2016,,5771,,,,,112016Lake
La Plata,11,2016,10546,53367,,,,,112016La Plata
Larimer,11,2016,33250,116304,,,,,112016Larimer
Las Animas,11,2016,,65542,,,,,112016Las Animas
Montezuma,11,2016,1727,36938,,,,,112016Montezuma
Morgan,11,2016,,18137,,,,,112016Morgan
Ouray,11,2016,,11529,,,,,112016Ouray
Park,11,2016,,8861,,,,,112016Park
Pitkin,11,2016,5249,14486,,,,,112016Pitkin
Pueblo,11,2016,18943,83993,,,,,112016Pueblo
Routt,11,2016,5721,19885,,,,,112016Routt
San Miguel,11,2016,1135,7181,,,,,112016San Miguel
Summit,11,2016,4392,41152,,,,,112016Summit
Weld,11,2016,6768,72233,,,,,112016Weld
Remainder of State,11,2016,16178,101444,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, and Sedgwick","El Paso, Huerfano, Mesa, Saguache, San Juan,and Sedgwick.",,,112016Remainder of State
El Paso,11,2016,241652,,,,,,112016El Paso
Fremont,11,2016,4448,,,,,,112016Fremont
Adams,10,2016,12256,134529,,,,,102016Adams
Arapahoe,10,2016,52992,295759,,,,,102016Arapahoe
Archuletta,10,2016,,20920,,,,,102016Archuletta
Boulder,10,2016,65768,181889,,,,,102016Boulder
Chaffee,10,2016,,14237,,,,,102016Chaffee
Clear Creek,10,2016,3214,24259,,,,,102016Clear Creek
Conejos,10,2016,,12378,,,,,102016Conejos
Costilla,10,2016,,8933,,,,,102016Costilla
Denver,10,2016,551137,821214,,,,,102016Denver
Eagle,10,2016,5870,27734,,,,,102016Eagle
Garfield,10,2016,10700,51113,,,,,102016Garfield
Gilpin,10,2016,,7873,,,,,102016Gilpin
Gunnison,10,2016,,15602,,,,,102016Gunnison
Jefferson,10,2016,43541,129204,,,,,102016Jefferson
Lake,10,2016,,7375,,,,,102016Lake
La Plata,10,2016,12433,57067,,,,,102016La Plata
Larimer,10,2016,34856,123484,,,,,102016Larimer
Las Animas,10,2016,,71307,,,,,102016Las Animas
Montezuma,10,2016,2491,41872,,,,,102016Montezuma
Morgan,10,2016,,21581,,,,,102016Morgan
Ouray,10,2016,,11446,,,,,102016Ouray
Park,10,2016,,10504,,,,,102016Park
Pitkin,10,2016,3682,23809,,,,,102016Pitkin
Pueblo,10,2016,25159,90793,,,,,102016Pueblo
Routt,10,2016,,23051,,,,,102016Routt
San Miguel,10,2016,1465,10627,,,,,102016San Miguel
Summit,10,2016,3982,39248,,,,,102016Summit
Weld,10,2016,9953,73053,,,,,102016Weld
Remainder of State,10,2016,25804,123546,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, Routt, Sedgwick, and Teller","El Paso, Grand, Huerfano, Mesa, Saguache, San Juan,and Sedgwick.",,,102016Remainder of State
El Paso,10,2016,240154,,,,,,102016El Paso
Fremont,10,2016,4616,,,,,,102016Fremont
Adams,9,2016,14137,135706,,,,,92016Adams
Arapahoe,9,2016,35593,224305,,,,,92016Arapahoe
Archuletta,9,2016,,21681,,,,,92016Archuletta
Boulder,9,2016,65305,187323,,,,,92016Boulder
Clear Creek,9,2016,1622,17103,,,,,92016Clear Creek
Conejos,9,2016,,12098,,,,,92016Conejos
Costilla,9,2016,,11409,,,,,92016Costilla
Denver,9,2016,593786,782584,,,,,92016Denver
Eagle,9,2016,7644,32453,,,,,92016Eagle
Garfield,9,2016,11795,42285,,,,,92016Garfield
Gilpin,9,2016,,7264,,,,,92016Gilpin
Grand,9,2016,,11429,,,,,92016Grand
Gunnison,9,2016,,17911,,,,,92016Gunnison
Jefferson,9,2016,48918,127350,,,,,92016Jefferson
Lake,9,2016,,8743,,,,,92016Lake
La Plata,9,2016,12824,65555,,,,,92016La Plata
Larimer,9,2016,36572,122957,,,,,92016Larimer
Las Animas,9,2016,,63143,,,,,92016Las Animas
Montezuma,9,2016,1467,30232,,,,,92016Montezuma
Ouray,9,2016,,14900,,,,,92016Ouray
Park,9,2016,,11079,,,,,92016Park
Pitkin,9,2016,4093,28751,,,,,92016Pitkin
Pueblo,9,2016,24628,90059,,,,,92016Pueblo
Routt,9,2016,4811,25874,,,,,92016Routt
San Miguel,9,2016,1331,12256,,,,,92016San Miguel
Summit,9,2016,4642,45932,,,,,92016Summit
Weld,9,2016,9473,69389,,,,,92016Weld
Remainder of State,9,2016,18826,155234,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, and Sedgwick","Chaffee, El Paso, Huerfano, Mesa, Morgan, Saguache,San Juan, and Sedgwick.",,,92016Remainder of State
El Paso,9,2016,256397,,,,,,92016El Paso
Fremont,9,2016,6898,,,,,,92016Fremont
Adams,8,2016,11436,119706,,,,,82016Adams
Arapahoe,8,2016,43337,252705,,,,,82016Arapahoe
Boulder,8,2016,65391,197795,,,,,82016Boulder
Clear Creek,8,2016,1939,21397,,,,,82016Clear Creek
Conejos,8,2016,,12228,,,,,82016Conejos
Costilla,8,2016,,12180,,,,,82016Costilla
Denver,8,2016,541784,742595,,,,,82016Denver
Eagle,8,2016,5229,32219,,,,,82016Eagle
Garfield,8,2016,12101,47044,,,,,82016Garfield
Gilpin,8,2016,,7001,,,,,82016Gilpin
Grand,8,2016,,10850,,,,,82016Grand
Gunnison,8,2016,,19887,,,,,82016Gunnison
Jefferson,8,2016,46395,123060,,,,,82016Jefferson
Lake,8,2016,,8087,,,,,82016Lake
La Plata,8,2016,11781,62472,,,,,82016La Plata
Larimer,8,2016,35770,120062,,,,,82016Larimer
Las Animas,8,2016,,62820,,,,,82016Las Animas
Montezuma,8,2016,2907,34131,,,,,82016Montezuma
Morgan,8,2016,,19195,,,,,82016Morgan
Ouray,8,2016,,26344,,,,,82016Ouray
Park,8,2016,,11131,,,,,82016Park
Pitkin,8,2016,-484,33561,,,,,82016Pitkin
Pueblo,8,2016,25958,68193,,,,,82016Pueblo
Routt,8,2016,4537,27003,,,,,82016Routt
San Miguel,8,2016,1227,13271,,,,,82016San Miguel
Summit,8,2016,4772,50769,,,,,82016Summit
Weld,8,2016,9284,67760,,,,,82016Weld
Remainder of State,8,2016,19267,147368,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Ouray, Park, and Sedgwick","Archuletta, Chaffee, El Paso, Mesa, Saguache, San Juan, and Sedgwick.",,,82016Remainder of State
El Paso,8,2016,240225,,,,,,82016El Paso
Fremont,8,2016,6442,,,,,,82016Fremont
Adams,7,2016,9942,157219,,,,,72016Adams
Arapahoe,7,2016,41835,244207,,,,,72016Arapahoe
Auchuletta,7,2016,,17924,,,,,72016Auchuletta
Boulder,7,2016,73253,162835,,,,,72016Boulder
Chaffee,7,2016,,13389,,,,,72016Chaffee
Clear Creek,7,2016,1918,12881,,,,,72016Clear Creek
Conejos,7,2016,,9429,,,,,72016Conejos
Costilla,7,2016,,5697,,,,,72016Costilla
Denver,7,2016,533148,641595,,,,,72016Denver
Eagle,7,2016,5159,24364,,,,,72016Eagle
Garfield,7,2016,12233,41327,,,,,72016Garfield
Gilpin,7,2016,,6023,,,,,72016Gilpin
Grand,7,2016,,7422,,,,,72016Grand
Gunnison,7,2016,,14784,,,,,72016Gunnison
Jefferson,7,2016,48524,127640,,,,,72016Jefferson
Lake,7,2016,,6064,,,,,72016Lake
La Plata,7,2016,12367,52431,,,,,72016La Plata
Larimer,7,2016,27483,106318,,,,,72016Larimer
Las Animas,7,2016,,46850,,,,,72016Las Animas
Montezuma,7,2016,2693,26396,,,,,72016Montezuma
Morgan,7,2016,,16582,,,,,72016Morgan
Park,7,2016,,8777,,,,,72016Park
Pitkin,7,2016,3669,19520,,,,,72016Pitkin
Pueblo,7,2016,22110,63232,,,,,72016Pueblo
Routt,7,2016,3988,19063,,,,,72016Routt
San Miguel,7,2016,1100,8789,,,,,72016San Miguel
Summit,7,2016,4300,36181,,,,,72016Summit
Weld,7,2016,8446,57561,,,,,72016Weld
